ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,win_prob,rally
13,00:23:21,41998.0,7,5,TAI Tzu Ying,2,長球,0,0,1.0,4,683.0,659.0,1.0,4,727.0,369.0,,,TAI Tzu Ying,,10,0.8660074050294071,1.6500286418701915,9,0.2174111101754913,-0.9374202150632732,0,2,39,1381,0.5714285714285714,0,True,0,2.0,-3,0.0287538859993219,0.0375935211777687,0.1402412056922912,0.0914986059069633,0.0262896716594696,0.0163637790828943,0.0129801081493496,0.0128850424662232,0.0226398259401321,0.0278622321784496,0.1620898246765136,0.0592604577541351,0.3615418076515198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6980089545249939,13
14,00:23:22,42037.0,7,5,CHEN Yufei,2,長球,1,0,1.0,5,727.0,369.0,1.0,4,300.0,644.0,,,TAI Tzu Ying,,5,1.0450739360166752,-1.3803455432287954,9,0.3621296094772836,1.0477303936688065,0,2,39,1381,0.6190476190476191,1,True,0,2.0,-3,0.0412668399512767,0.053953256458044,0.201270580291748,0.1313164383172989,0.0377302654087543,0.0234848763793706,0.0186287201941013,0.0184922832995653,0.0324921011924743,0.0399871617555618,0.2326271682977676,0.0850490853190422,0.0686829909682273,0.0150182852521538,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.7173237800598145,13
15,00:23:24,42078.0,7,5,TAI Tzu Ying,2,殺球,1,0,1.0,5,300.0,644.0,2.0,5,405.0,416.0,,,TAI Tzu Ying,,10,-0.6263343774674105,1.5485086563452348,9,0.0511140780470595,-1.0920101685827988,0,2,39,1381,0.7142857142857143,0,True,0,2.0,-3,0.0259003192186355,0.0338626988232135,0.1263235062360763,0.08241818100214,0.023680655285716,0.0147398207336664,0.0116919483989477,0.0116063170135021,0.0203930251300334,0.0250971522182226,0.146003857254982,0.0533793829381465,0.0431075245141983,0.0092688277363777,0.3725268244743347,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.2180995494127273,13
16,00:23:24,42095.0,7,5,CHEN Yufei,2,平球,0,0,2.0,6,405.0,416.0,2.0,7,394.0,513.0,,,TAI Tzu Ying,,9,-0.611552309327583,-0.9403015483506486,9,-0.6408404711574981,1.5022829508794495,0,2,39,1381,0.7142857142857143,1,True,0,2.0,-3,0.0371288247406482,0.0485431179404258,0.1810882687568664,0.1181487441062927,0.0339468792080879,0.0211299415677785,0.0167607329785823,0.0166379772126674,0.029233967885375,0.0359774678945541,0.2093005776405334,0.0765208229422569,0.0617958307266235,0.0132871223613619,0.0454164557158947,0.0550832562148571,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5765214562416077,13
17,00:23:25,42129.0,7,5,TAI Tzu Ying,2,殺球,0,1,2.0,8,394.0,513.0,2.0,1,349.0,475.0,,,TAI Tzu Ying,,8,-0.6956176205857383,0.4758945042598738,9,-0.301728215656757,-0.7764485493162147,0,2,39,1381,0.7619047619047619,0,True,0,2.0,-3,0.0143353538587689,0.018742386251688,0.0699177607893943,0.0456169620156288,0.0131068117916584,0.0081582218408584,0.0064712804742157,0.0064238845370709,0.0112871676683425,0.0138908177614212,0.080810472369194,0.0295445155352354,0.0238592308014631,0.0051301270723342,0.017535189166665,0.0509579740464687,0.5842118263244629,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.3668329417705536,13
18,00:23:26,42156.0,7,5,CHEN Yufei,2,長球,0,0,2.0,2,349.0,475.0,1.0,3,731.0,672.0,,,TAI Tzu Ying,,2,-0.9097863242523222,-0.308276744227267,9,-0.4274737906788047,0.7395743970312351,0,2,39,1381,0.8095238095238095,1,True,0,2.0,-3,0.0312909856438636,0.0409105829894542,0.1526153832674026,0.099571980535984,0.0286093428730964,0.017807638272643,0.014125408604741,0.014021954499185,0.0246374532580375,0.030320655554533,0.1763918250799179,0.064489297568798,0.0520795471966266,0.011197960935533,0.0382755324244499,0.1112302616238594,0.0782281681895256,0.0141960242763161,0.0,0.0,,,,,,,,,,,,,,,,,,0.403164654970169,13
19,00:23:28,42219.0,7,5,TAI Tzu Ying,2,長球,0,0,1.0,4,731.0,672.0,1.0,8,683.0,372.0,,,TAI Tzu Ying,,4,1.077667731854498,1.7732126879877133,9,0.1260352260289663,-0.6697083251448884,0,2,39,1381,0.9047619047619048,0,True,0,2.0,-3,0.0304181408137083,0.0397694073617458,0.1483582705259323,0.0967944785952568,0.0278113018721342,0.0173109043389558,0.013731388375163,0.0136308204382658,0.0239502042531967,0.0294748786836862,0.1714714765548706,0.0626904070377349,0.0506268180906772,0.0108856000006198,0.0372078604996204,0.1081275567412376,0.0760460421442985,0.0134785054251551,0.028215929865837,0.0,,,,,,,,,,,,,,,,,,0.4110321700572967,13
20,00:23:30,42277.0,7,5,CHEN Yufei,3,殺球,1,0,1.0,9,683.0,372.0,2.0,10,214.0,577.0,出界,對手出界,TAI Tzu Ying,,9,0.7515550591902889,-1.366654754631193,9,0.3722666495091542,1.1425633957811527,0,2,39,1381,1.0,1,True,0,2.0,-3,0.0310133267194032,0.0405475683510303,0.1512611657381057,0.0986884385347366,0.0283554792404174,0.0176496226340532,0.0140000684186816,0.0138975316658616,0.0244188345968723,0.0300516076385974,0.1748266220092773,0.0639170631766319,0.0516174249351024,0.0110985962674021,0.0379358977079391,0.1102432683110237,0.077534019947052,0.0137422373518347,0.0083905737847089,0.0008105898159556,,,,,,,,,,,,,,,,,,0.4025713503360748,13
1,00:23:54,42998.0,7,6,TAI Tzu Ying,1,發短球,0,1,2.0,8,,,1.0,7,453.0,435.0,,,CHEN Yufei,,9,0.1797918617904274,0.9147230251336016,9,-0.4769139601813974,-0.8441751725509435,0,2,39,1382,0.0,0,True,1,1.0,-4,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7437412142753601,14
2,00:23:55,43018.0,7,6,CHEN Yufei,2,網前球,0,0,1.0,8,453.0,435.0,2.0,2,362.0,520.0,,,CHEN Yufei,,9,-0.409275707046876,-0.5679609511905314,9,0.1448433558499583,0.8509891115940071,0,2,39,1382,0.5,1,True,1,1.0,-4,0.3492142856121063,0.6507856845855713,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0541602224111557,14
3,00:23:56,43045.0,7,6,TAI Tzu Ying,3,網前球,0,1,2.0,3,362.0,520.0,2.0,2,344.0,528.0,未過網,對手未過網,CHEN Yufei,,8,-0.6951147243961949,0.6050450471283971,9,-0.2132742592413315,-0.5420033723548867,0,2,39,1382,1.0,0,True,1,1.0,-4,0.0400497913360595,0.1500131636857986,0.809937059879303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0250224154442548,14
1,00:24:16,43640.0,8,6,CHEN Yufei,1,發長球,0,0,2.0,8,,,1.0,9,631.0,657.0,,,CHEN Yufei,,9,-0.1865106484625006,-0.8297299634937092,9,0.6245314467918729,1.2012893992529918,0,2,39,1383,0.0,1,True,1,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.8832547664642334,15
2,00:24:18,43699.0,8,6,TAI Tzu Ying,2,殺球,0,0,1.0,10,631.0,657.0,2.0,5,383.0,399.0,,,CHEN Yufei,,0,0.7823238112080637,1.852012203862544,9,-0.1084820456223958,-0.9800948385479928,0,2,39,1383,0.1428571428571428,0,True,1,2.0,1,0.7282246947288513,0.271775335073471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.7920477390289307,15
3,00:24:18,43719.0,8,6,CHEN Yufei,2,接殺防守,0,0,2.0,6,383.0,399.0,1.0,6,332.0,546.0,,,CHEN Yufei,,9,-0.679756442312005,-0.8992908919767112,9,0.4750995332546048,1.2680272134107051,0,2,39,1383,0.1428571428571428,1,True,1,2.0,1,0.6476193070411682,0.1214947029948234,0.2308860421180725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.5625606775283813,15
4,00:24:19,43745.0,8,6,TAI Tzu Ying,2,網前球,0,1,1.0,7,332.0,546.0,2.0,1,375.0,453.0,,,CHEN Yufei,,7,-0.9117561212031612,0.8426795004819146,9,-0.5245010697701201,-0.9955228473056476,0,2,39,1383,0.2142857142857142,0,True,1,2.0,1,0.0676172152161598,0.012685127556324,0.0674149096012115,0.852282702922821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0475017055869102,15
5,00:24:20,43773.0,8,6,CHEN Yufei,2,長球,0,0,2.0,2,375.0,453.0,1.0,3,664.0,669.0,,,CHEN Yufei,,8,-0.8093345198060009,-0.4553689307911102,9,-0.739464144754117,0.7774365530244692,0,2,39,1383,0.2857142857142857,1,True,1,2.0,1,0.187345951795578,0.0351464822888374,0.186785414814949,0.2839328944683075,0.3067892491817474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.1135753095149993,15
6,00:24:21,43816.0,8,6,TAI Tzu Ying,2,長球,0,0,1.0,4,664.0,669.0,1.0,4,740.0,368.0,,,CHEN Yufei,,10,0.9011107205368072,1.7377880722544887,9,0.0073743472466438,-0.8833219589739979,0,2,39,1383,0.3571428571428571,0,True,1,2.0,1,0.1380934417247772,0.0259066112339496,0.1376802772283554,0.2092880755662918,0.2031563818454742,0.2858752310276031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.51399165391922,15
7,00:24:23,43854.0,8,6,CHEN Yufei,2,長球,1,0,1.0,5,740.0,368.0,1.0,3,726.0,675.0,,,CHEN Yufei,,7,1.035527165043462,-1.1740926073141045,9,0.3972839636567991,1.0564022872914094,0,2,39,1383,0.5,1,True,1,2.0,1,0.1682496517896652,0.0315639786422252,0.1677462607622146,0.2549914121627807,0.2475207298994064,0.1112684980034828,0.0186594054102897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.1563943773508072,15
8,00:24:24,43891.0,8,6,TAI Tzu Ying,2,長球,0,0,1.0,4,726.0,675.0,1.0,6,711.0,373.0,,,CHEN Yufei,,4,1.0895273634428102,1.7299846460921156,9,0.4192982452176986,-1.1334068228206575,0,2,39,1383,0.5714285714285714,0,True,1,2.0,1,0.1503362357616424,0.028203384950757,0.1498864442110061,0.2278426885604858,0.2211673855781555,0.0994218289852142,0.0144148021936416,0.1087271571159362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.2719396650791168,15
9,00:24:25,43926.0,8,6,CHEN Yufei,2,長球,1,0,1.0,7,711.0,373.0,1.0,4,290.0,653.0,,,CHEN Yufei,,9,0.9087771750515748,-1.1314719760057097,9,0.3847306952316633,1.116908403204869,0,2,39,1383,0.6428571428571429,1,True,1,2.0,1,0.1635959595441818,0.0306909382343292,0.1631064862012863,0.2479385137557983,0.2406744509935379,0.1081908792257309,0.0156861953437328,0.0181725788861513,0.0119440276175737,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.1685749143362045,15
10,00:24:27,43972.0,8,6,TAI Tzu Ying,2,殺球,1,0,1.0,5,290.0,653.0,2.0,5,372.0,390.0,,,CHEN Yufei,,10,-0.7016968176967087,1.6094903810137389,9,-0.1705292359062669,-1.164528586895971,0,2,39,1383,0.7857142857142857,0,True,1,2.0,1,0.101615272462368,0.0190632343292236,0.1013112440705299,0.1540034264326095,0.1494914591312408,0.0672011971473693,0.0097432527691125,0.011287635192275,0.0088324751704931,0.3774507641792297,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.7990385293960571,15
11,00:24:27,43988.0,8,6,CHEN Yufei,2,接殺防守,0,0,2.0,6,372.0,390.0,2.0,2,355.0,527.0,,,CHEN Yufei,,6,-0.8389558680236429,-0.8861512240782758,10,-0.8043046458605575,1.6472561006040696,0,2,39,1383,0.7857142857142857,1,True,1,2.0,1,0.1325026452541351,0.0248577687889337,0.132106214761734,0.2008149176836013,0.1949314773082733,0.0876279473304748,0.0127048511058092,0.0147186694666743,0.0115172294899821,0.1277321875095367,0.0604860894382,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.4364372193813324,15
12,00:24:28,44011.0,8,6,TAI Tzu Ying,2,網前球,0,1,2.0,3,355.0,527.0,2.0,7,685.0,453.0,,,CHEN Yufei,,9,-0.815380563130717,0.7398027225075765,9,-0.4845932071458696,-1.10833350812056,0,2,39,1383,0.8571428571428571,0,True,1,2.0,1,0.0573409050703048,0.0107572702690958,0.0571693405508995,0.0869032368063926,0.0843571573495864,0.0379212461411953,0.0054980609565973,0.0063695469871163,0.0049841138534247,0.0552764721214771,0.044628657400608,0.5487940311431885,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.8968424797058105,15
13,00:24:29,44038.0,8,6,CHEN Yufei,2,推撲球,0,1,2.0,8,685.0,453.0,1.0,6,321.0,633.0,,,CHEN Yufei,,8,0.7772989875073377,-0.3900114050646118,9,-0.0761167128977963,0.9240138619017296,0,2,39,1383,0.9285714285714286,1,True,1,2.0,1,0.0968205779790878,0.018163738772273,0.0965308994054794,0.1467368155717849,0.1424377411603927,0.0640303269028663,0.0092835193499922,0.0107550313696265,0.0084157167002558,0.0933347716927528,0.0753558501601219,0.0838555842638015,0.1542794704437255,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.834392786026001,15
14,00:24:30,44066.0,8,6,TAI Tzu Ying,2,殺球,1,0,1.0,7,321.0,633.0,2.0,8,447.0,407.0,,,CHEN Yufei,,9,-0.2131865468387372,1.383090315746638,9,0.0600786985308965,-0.7355201083132717,0,2,39,1383,1.0,0,True,1,2.0,1,0.0634398311376571,0.0119014419615268,0.0632500275969505,0.0961464866995811,0.0933296009898185,0.0419546514749527,0.0060828486457467,0.0070470282807946,0.0055142370983958,0.0611558221280574,0.0493754744529724,0.0549447648227214,0.0648678839206695,0.3809898197650909,0.0,,,,,,,,,,,,,,,,,,,,,,,0.868881344795227,15
15,00:24:30,44079.0,8,6,CHEN Yufei,3,網前球,0,0,2.0,9,447.0,407.0,2.0,1,712.0,525.0,對手落地致勝,落地致勝,CHEN Yufei,,9,-0.5713006295695227,-0.981750087362392,9,-0.5481297900054194,1.3838095372737136,0,2,39,1383,1.0,1,True,1,2.0,1,0.093436561524868,0.0175288897007703,0.0931570008397102,0.1416081488132476,0.1374593377113342,0.0617923773825168,0.0089590484276413,0.0103791272267699,0.0081215752288699,0.0900725871324539,0.0727220550179481,0.080924704670906,0.0955398455262184,0.0421236753463745,0.0461750738322734,,,,,,,,,,,,,,,,,,,,,,,0.770017147064209,15
1,00:25:00,44983.0,9,6,CHEN Yufei,1,發長球,0,0,2.0,8,,,1.0,9,408.0,665.0,,,CHEN Yufei,,9,0.138267519524405,-0.8557096089080991,9,-0.5899100933884355,1.1865188456318212,0,2,39,1384,0.0,1,True,1,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8710015416145325,16
2,00:25:03,45045.0,9,6,TAI Tzu Ying,2,殺球,1,0,1.0,10,408.0,665.0,2.0,8,659.0,403.0,,,CHEN Yufei,,10,-0.3350572170237958,1.7196880157882812,9,-0.2911772514001864,-0.8979790286380854,0,2,39,1384,0.3,0,True,1,3.0,2,0.6838847994804382,0.3161152005195617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7512204051017761,16
3,00:25:03,45061.0,9,6,CHEN Yufei,2,接殺防守,0,1,2.0,9,659.0,403.0,2.0,8,615.0,558.0,,,CHEN Yufei,,9,-0.207282552393744,-0.9388963766864632,9,0.1417202624222418,1.430003502484248,0,2,39,1384,0.3,1,True,1,3.0,2,0.42699134349823,0.1495890319347381,0.4234196543693542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1786434054374694,16
4,00:25:04,45083.0,9,6,TAI Tzu Ying,2,推撲球,0,0,2.0,9,615.0,558.0,1.0,6,725.0,372.0,,,CHEN Yufei,,9,0.4958607571939309,0.9234213454006764,9,-0.0443799975041646,-0.9383301556169212,0,2,39,1384,0.4,0,True,1,3.0,2,0.021857826039195,0.0076575116254389,0.0140019543468952,0.956482708454132,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2504797279834747,16
5,00:25:05,45113.0,9,6,CHEN Yufei,2,長球,1,0,1.0,7,725.0,372.0,1.0,9,639.0,665.0,,,CHEN Yufei,,9,0.7015294200754946,-1.1179885889537269,9,0.5049825980456735,0.9859688808243318,0,2,39,1384,0.5,1,True,1,3.0,2,0.1193242445588111,0.0418031848967075,0.0764381885528564,0.6067823171615601,0.1556520611047744,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0893136411905288,16
6,00:25:06,45163.0,9,6,TAI Tzu Ying,2,殺球,0,0,1.0,10,639.0,665.0,2.0,8,695.0,401.0,,,CHEN Yufei,,10,0.791279309068866,1.7597524101221729,9,-0.0588647717526537,-1.0218098863942544,0,2,39,1384,0.6,0,True,1,3.0,2,0.0750155001878738,0.0262803863734006,0.0480543561279773,0.3814654946327209,0.1487712860107422,0.3204129338264465,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6297599673271179,16
7,00:25:07,45177.0,9,6,CHEN Yufei,2,接殺防守,0,1,2.0,9,695.0,401.0,2.0,7,630.0,538.0,,,CHEN Yufei,,9,0.0777455350543729,-0.8830867094904994,10,0.8683212911252023,1.5751108984694024,0,2,39,1384,0.7,1,True,1,3.0,2,0.0597219765186309,0.0209225621074438,0.0382574386894702,0.3036955296993255,0.1184410527348518,0.4421542882919311,0.0168070867657661,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7027752995491028,16
8,00:25:08,45208.0,9,6,TAI Tzu Ying,2,推撲球,0,0,2.0,8,630.0,538.0,2.0,3,387.0,363.0,,,CHEN Yufei,,9,0.4994273854268962,0.8689933997115418,9,0.0703256188969818,-0.842399751030802,0,2,39,1384,0.8,0,True,1,3.0,2,0.0380622968077659,0.0133344670757651,0.0243824124336242,0.1935526877641677,0.0754854157567024,0.2817959189414978,0.0081011252477765,0.3652856647968292,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9393295645713806,16
9,00:25:09,45244.0,9,6,CHEN Yufei,2,長球,0,0,2.0,4,387.0,363.0,1.0,4,225.0,652.0,,,CHEN Yufei,,6,-0.9453413643461632,-1.3293226152271378,9,-0.3535231131617675,0.91526382288384,0,2,39,1384,0.9,1,True,1,3.0,2,0.0578683316707611,0.0202731695026159,0.0370700061321258,0.2942694425582886,0.1147648841142654,0.4284307360649109,0.0123166143894195,0.0238662045449018,0.0111405765637755,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7074768543243408,16
10,00:25:10,45277.0,9,6,TAI Tzu Ying,3,殺球,1,0,1.0,5,225.0,652.0,2.0,7,553.0,491.0,掛網,對手掛網,CHEN Yufei,,5,-0.8407329009722684,1.5871803794814074,9,-0.3674589666115183,-0.925675447220233,0,2,39,1384,1.0,0,True,1,3.0,2,0.0509855560958385,0.017861908301711,0.0326609537005424,0.2592694759368896,0.1011149138212204,0.3774738013744354,0.0108516933396458,0.0210275910794734,0.0070920386351644,0.1216620951890945,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8426905274391174,16
1,00:25:34,45995.0,10,6,CHEN Yufei,1,發長球,0,0,2.0,8,,,1.0,9,646.0,676.0,,,CHEN Yufei,,9,-0.2285479910279322,-0.8298649714746705,9,0.7621618880867769,1.340853437388094,0,2,39,1385,0.0,1,True,1,4.0,3,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8576695919036865,17
2,00:25:36,46052.0,10,6,TAI Tzu Ying,2,切球,0,0,1.0,10,646.0,676.0,2.0,1,394.0,435.0,,,CHEN Yufei,,10,0.8235335159586542,1.7740009449763694,9,-0.1475267831703345,-0.8838397903771483,0,2,39,1385,0.5,0,True,1,4.0,3,0.4717253744602203,0.5282745957374573,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5937991142272949,17
3,00:25:37,46081.0,10,6,CHEN Yufei,2,推撲球,0,0,2.0,2,394.0,435.0,2.0,4,247.0,642.0,,,CHEN Yufei,,9,-0.7084638858411981,-0.6460203560924717,9,0.0607438178197447,0.9776111555941536,0,2,39,1385,0.75,1,True,1,4.0,3,0.6125592589378357,0.1534760892391204,0.2339646369218826,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5366225838661194,17
4,00:25:38,46112.0,10,6,TAI Tzu Ying,3,長球,0,1,2.0,5,247.0,642.0,2.0,3,459.0,361.0,出界,對手出界,CHEN Yufei,,7,-0.979786646838558,1.4640713797474725,9,-0.5374727834554306,-0.9262607154300682,0,2,39,1385,1.0,0,True,1,4.0,3,0.0050802114419639,0.0012728418223559,0.0055322428233921,0.988114595413208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7019246816635132,17
1,00:26:47,48166.0,11,6,CHEN Yufei,1,發長球,0,0,2.0,8,,,1.0,9,323.0,662.0,,,CHEN Yufei,,9,0.1774547966262738,-0.8285610446971715,9,-0.5775728316715174,1.2284776037442535,0,2,39,1386,0.0,1,True,1,5.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8432077765464783,18
2,00:26:49,48225.0,11,6,TAI Tzu Ying,2,殺球,1,0,1.0,10,323.0,662.0,2.0,5,390.0,407.0,,,CHEN Yufei,,0,-0.5617544604539161,1.8352976383807864,9,-0.3080527749249892,-0.9117341192696866,0,2,39,1386,0.2857142857142857,0,True,1,5.0,4,0.6701163649559021,0.3298835754394531,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7276789546012878,18
3,00:26:49,48245.0,11,6,CHEN Yufei,2,接殺防守,0,0,2.0,6,390.0,407.0,2.0,2,355.0,519.0,,,CHEN Yufei,,9,-0.7627912552766419,-1.0951429152768255,9,-0.3216158247495387,1.2363595617678385,0,2,39,1386,0.2857142857142857,1,True,1,5.0,4,0.5315539240837097,0.1163748055696487,0.3520712554454803,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4734460115432739,18
4,00:26:50,48275.0,11,6,TAI Tzu Ying,2,網前球,0,1,2.0,3,355.0,519.0,2.0,2,750.0,454.0,,,CHEN Yufei,,3,-0.8840538186795834,0.4353069696007481,9,-0.3931707290406874,-0.9811130141832108,0,2,39,1386,0.4285714285714285,0,True,1,5.0,4,0.087420605123043,0.0191392730921506,0.1563093811273574,0.7371307611465454,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0275897942483425,18
5,00:26:51,48304.0,11,6,CHEN Yufei,2,挑球,0,1,2.0,3,750.0,454.0,1.0,3,712.0,662.0,,,CHEN Yufei,,8,0.8963971517633313,-0.3168082972507984,9,-0.2542094474565376,0.7771067071103671,0,2,39,1386,0.5714285714285714,1,True,1,5.0,4,0.1485303789377212,0.0325182303786277,0.26557457447052,0.2063277065753936,0.3470490872859955,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1033369600772857,18
6,00:26:53,48346.0,11,6,TAI Tzu Ying,2,殺球,0,0,1.0,4,712.0,662.0,2.0,6,724.0,404.0,,,CHEN Yufei,,4,0.9996735059772844,1.5823262653091767,9,0.3462046186375969,-0.9784686731604212,0,2,39,1386,0.8571428571428571,0,True,1,5.0,4,0.097608707845211,0.0213697869330644,0.1745258569717407,0.135590985417366,0.2495551109313964,0.3213495016098022,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5348767638206482,18
7,00:26:53,48361.0,11,6,CHEN Yufei,2,接殺防守,0,1,2.0,7,724.0,404.0,2.0,1,687.0,539.0,,,CHEN Yufei,,9,0.2386228630655133,-0.9373464866836516,4,1.3713712072686124,1.618872469073051,0,2,39,1386,0.8571428571428571,1,True,1,5.0,4,0.0987015888094902,0.021609054878354,0.1764799356460571,0.1371091455221176,0.2523492574691772,0.2646712064743042,0.0490798167884349,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3038818538188934,18
8,00:26:54,48387.0,11,6,TAI Tzu Ying,3,挑球,0,0,2.0,2,687.0,539.0,2.0,10,732.0,349.0,出界,對手出界,CHEN Yufei,,9,0.6291393505071115,0.7577732442679862,9,0.2823256192841228,-0.8282242394386848,0,2,39,1386,1.0,0,True,1,5.0,4,0.0752303972840309,0.0164704304188489,0.1345130801200866,0.1045046523213386,0.1923407167196273,0.2017325013875961,0.029543025419116,0.2456652373075485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5967550277709961,18
1,00:27:09,48832.0,12,6,CHEN Yufei,1,發長球,0,0,2.0,8,,,1.0,9,638.0,665.0,,,CHEN Yufei,,9,-0.1960970919349068,-0.8432641121485815,9,0.6961051353823233,1.201166972236513,0,2,39,1387,0.0,1,True,1,6.0,5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8275719881057739,19
2,00:27:11,48891.0,12,6,TAI Tzu Ying,3,切球,0,0,1.0,10,638.0,665.0,2.0,10,820.0,418.0,出界,對手出界,CHEN Yufei,,0,0.8537878718394303,1.8165970386849988,9,-0.0680481673431289,-0.9522191234165848,0,2,39,1387,1.0,0,True,1,6.0,5,0.4922529757022857,0.5077470541000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5162103772163391,19
1,00:27:22,49233.0,13,6,CHEN Yufei,1,發長球,0,0,2.0,8,,,1.0,9,370.0,668.0,,,TAI Tzu Ying,,9,0.1354915335396449,-0.8286958147629777,9,-0.5278941807182824,1.228389607418207,0,2,39,1388,0.0,1,True,0,7.0,6,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8107269406318665,20
