ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,ball_round44,ball_round45,ball_round46,ball_round47,ball_round48,ball_round49,ball_round50,ball_round51,ball_round52,ball_round53,ball_round54,ball_round55,ball_round56,ball_round57,ball_round58,ball_round59,ball_round60,ball_round61,ball_round62,ball_round63,win_prob,rally
11,00:19:59,35971.0,18,8,WANG Tzu Wei,3,殺球,1,0,1.0,5,805.0,320.0,2.0,7,634.0,421.0,掛網,對手掛網,Anders ANTONSEN,,5,0.9944092475464996,-1.407235794355712,9,0.4726157075403497,1.1611716940874857,0,1,84,4988,1.0,1,True,0,10.0,3,0.0057926340959966,0.0027501550503075,0.0016559060895815,0.0036761523224413,0.0291994642466306,0.0525604113936424,0.2862295508384704,0.2040440887212753,0.0731211453676223,0.0760516598820686,0.2649188339710235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6533910632133484,27
1,00:20:32,36971.0,18,9,Anders ANTONSEN,1,發長球,0,1,2.0,8,,,1.0,4,778.0,316.0,,,Anders ANTONSEN,,9,-0.0179546127073391,0.7559292767504117,9,0.5772960783409737,-1.0298287381568685,0,1,84,4989,0.0,0,True,0,9.0,-1,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.829391360282898,28
2,00:20:33,37002.0,18,9,WANG Tzu Wei,2,長球,1,0,1.0,5,778.0,316.0,1.0,8,503.0,614.0,,,Anders ANTONSEN,,9,0.3819969958058396,-1.0701450399167405,9,0.4113113643067061,1.023678298230129,0,1,84,4989,0.25,1,True,0,9.0,-1,0.2153741866350174,0.7846258282661438,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3090429008007049,28
3,00:20:34,37037.0,18,9,Anders ANTONSEN,2,長球,1,0,1.0,9,503.0,614.0,1.0,3,462.0,315.0,,,Anders ANTONSEN,,9,-0.2179645910012794,1.2849976508420315,9,-0.03653352694948,-1.0593244283039345,0,1,84,4989,0.5,0,True,0,9.0,-1,0.2888936996459961,0.402043730020523,0.3090625405311584,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8511451482772827,28
4,00:20:35,37070.0,18,9,WANG Tzu Wei,2,長球,0,0,1.0,4,462.0,315.0,1.0,6,398.0,592.0,,,Anders ANTONSEN,,6,-1.0598982045947791,-1.349397074536233,9,-0.217801766128941,1.1298783147173157,0,1,84,4989,0.75,1,True,0,9.0,-1,0.0509441643953323,0.0708972960710525,0.0551729425787925,0.8229855895042419,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0542310997843742,28
5,00:20:36,37099.0,18,9,Anders ANTONSEN,3,殺球,1,0,1.0,7,398.0,592.0,2.0,5,443.0,346.0,對手落地致勝,落地致勝,Anders ANTONSEN,,7,-0.9785471406260736,1.2254991819604673,9,-0.5981766441177743,-1.263632967954721,0,1,84,4989,1.0,0,True,0,9.0,-1,0.0300429444760084,0.0418097600340843,0.0325367525219917,0.3401932716369629,0.5554172396659851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1701282560825348,28
1,00:20:57,37738.0,18,10,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,7,538.0,392.0,,,WANG Tzu Wei,,9,0.122545984549936,0.7140548761741853,9,-0.6467427572670796,-1.1823624032925375,0,1,84,4990,0.0,0,True,1,8.0,-2,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8506762981414795,29
2,00:20:58,37757.0,18,10,WANG Tzu Wei,2,網前球,0,0,2.0,8,538.0,392.0,2.0,7,781.0,494.0,,,WANG Tzu Wei,,9,-0.5906834046277157,-0.6132317782156802,9,0.1210014656769995,0.8310366509045064,0,1,84,4990,0.5,1,True,1,8.0,-2,0.24417744576931,0.7558225393295288,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4573281109333038,29
3,00:20:59,37777.0,18,10,Anders ANTONSEN,3,挑球,0,0,2.0,8,781.0,494.0,2.0,10,429.0,310.0,出界,對手出界,WANG Tzu Wei,,9,0.4933605046854091,0.7487690204797056,9,-0.3232203352627354,-0.8058949160632866,0,1,84,4990,1.0,0,True,1,8.0,-2,0.3425140380859375,0.2544041275978088,0.4030818343162536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8161393404006958,29
1,00:21:46,39197.0,19,11,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,7,682.0,392.0,,,WANG Tzu Wei,,9,-0.0301267284301335,0.755899797070087,9,0.6202590595216875,-1.108406968186103,0,1,84,4992,0.0,0,True,1,8.0,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7985302209854126,31
2,00:21:47,39221.0,19,11,WANG Tzu Wei,3,推撲球,0,0,2.0,8,682.0,392.0,2.0,3,866.0,642.0,對手落地致勝,落地致勝,WANG Tzu Wei,,9,0.4686461674339569,-0.6798352137354344,9,0.1875887614926913,0.8147088297882252,0,1,84,4992,1.0,1,True,1,8.0,1,0.4267053008079529,0.5732946395874023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7943788766860962,31
1,00:22:05,39766.0,20,11,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,777.0,494.0,,,WANG Tzu Wei,,9,-0.1974549744269564,-0.8052578243462515,9,0.4527609382302932,1.0159663882435066,0,1,84,4993,0.0,1,True,1,9.0,2,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5834747552871704,32
2,00:22:06,39788.0,20,11,Anders ANTONSEN,2,推撲球,0,0,2.0,8,777.0,494.0,1.0,6,811.0,336.0,,,WANG Tzu Wei,,8,0.4789720898799493,0.5853839337286425,9,-0.0940921844181622,-0.8171394358110868,0,1,84,4993,0.3333333333333333,0,True,1,9.0,2,0.9109390377998352,0.0890609771013259,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6834679245948792,32
3,00:22:06,39805.0,20,11,WANG Tzu Wei,2,長球,0,1,1.0,7,811.0,336.0,1.0,6,451.0,611.0,,,WANG Tzu Wei,,9,0.1447475486818604,-0.9674903735803068,8,0.4149345941607546,0.6202103438535621,0,1,84,4993,0.3333333333333333,1,True,1,9.0,2,0.6847148537635803,0.0954059585928917,0.2198791652917862,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6444694399833679,32
4,00:22:08,39847.0,20,11,Anders ANTONSEN,3,殺球,1,0,1.0,7,451.0,611.0,2.0,2,440.0,457.0,掛網,對手掛網,WANG Tzu Wei,,9,-0.410100312516932,1.4537118950739485,9,-0.2694188901549461,-0.969703524119201,0,1,84,4993,1.0,0,True,1,9.0,2,0.6081600189208984,0.0847390592098236,0.1757759898900985,0.1313249915838241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7442954182624817,32
1,00:24:24,43938.0,0,0,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,534.0,394.0,,,Anders ANTONSEN,,9,0.1736625219920849,0.9043993330258022,9,-0.4257709603449335,-0.9321253418008087,0,2,84,4994,0.0,1,True,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7097738981246948,1
2,00:24:25,43959.0,0,0,Anders ANTONSEN,2,推撲球,0,0,2.0,8,534.0,394.0,1.0,8,803.0,617.0,,,Anders ANTONSEN,,8,-0.3086613231924801,-0.4376659032267804,9,0.0783761258897242,0.8961269114571628,0,2,84,4994,0.25,0,True,0,0.0,0,0.9109397530555724,0.0890602767467498,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7903437614440918,1
3,00:24:26,43989.0,0,0,WANG Tzu Wei,2,平球,0,0,1.0,9,803.0,617.0,1.0,6,765.0,364.0,,,Anders ANTONSEN,,9,0.6066652178034975,1.4618179681834562,9,-0.08017910336828,-0.8922361876699787,0,2,84,4994,0.5,1,True,0,0.0,0,0.6256676912307739,0.0824619755148887,0.2918703258037567,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8398942351341248,1
4,00:24:26,44006.0,0,0,Anders ANTONSEN,2,平球,0,1,1.0,7,765.0,364.0,1.0,5,837.0,550.0,,,Anders ANTONSEN,,9,0.1420944500175553,-0.7665448262494191,9,0.5795119671875318,1.257246413316296,0,2,84,4994,0.5,0,True,0,0.0,0,0.6465517282485962,0.0852144584059715,0.1835974305868148,0.0846363455057144,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8205693960189819,1
5,00:24:27,44019.0,0,0,WANG Tzu Wei,2,接殺防守,0,0,1.0,6,837.0,550.0,2.0,7,751.0,391.0,,,Anders ANTONSEN,,9,0.7342325730645716,1.070691808493779,9,0.0621674223477648,-1.0196222593679651,0,2,84,4994,0.75,1,True,0,0.0,0,0.1636476367712021,0.0215684901922941,0.0464700385928154,0.0234653744846582,0.7448484897613525,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0684234574437141,1
6,00:24:28,44042.0,0,0,Anders ANTONSEN,3,推撲球,0,1,2.0,8,751.0,391.0,2.0,3,879.0,644.0,對手落地致勝,落地致勝,Anders ANTONSEN,,9,0.2230095364178873,-0.7661400066800116,9,0.373864910280928,1.070010366512184,0,2,84,4994,1.0,0,True,0,0.0,0,0.1614999622106552,0.0212854295969009,0.0458601750433445,0.0231574177742004,0.5689237713813782,0.1792732626199722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1208184882998466,1
1,00:24:44,44524.0,0,1,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,7,586.0,500.0,,,Anders ANTONSEN,,9,0.0607207306279581,-0.6577949671090844,9,-0.5414657554154861,1.129299713849506,0,2,84,4995,0.0,0,True,0,-1.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8737318515777588,2
2,00:24:44,44546.0,0,1,WANG Tzu Wei,2,挑球,0,0,2.0,8,586.0,500.0,1.0,4,779.0,320.0,,,Anders ANTONSEN,,8,-0.5165176511669753,0.6002520597355261,9,-0.1079599877687323,-0.7555284690568828,0,2,84,4995,0.0,1,True,0,-1.0,-1,0.2964760065078735,0.7035240530967712,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3403794169425964,2
3,00:24:45,44579.0,0,1,Anders ANTONSEN,2,長球,1,0,1.0,5,779.0,320.0,1.0,3,875.0,629.0,,,Anders ANTONSEN,,9,0.3100308561526534,-1.2038901247881106,9,0.3105111364222782,1.0544888253135092,0,2,84,4995,0.1666666666666666,0,True,0,-1.0,-1,0.4550999402999878,0.2690268754959106,0.2758731245994568,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81085604429245,2
4,00:24:47,44619.0,0,1,WANG Tzu Wei,2,切球,0,0,1.0,4,875.0,629.0,1.0,1,512.0,399.0,,,Anders ANTONSEN,,4,0.9992586561525572,1.6546935798551683,9,0.0698006378369332,-1.0325962541053135,0,2,84,4995,0.5,1,True,0,-1.0,-1,0.0522757843136787,0.0309022013098001,0.0286230016499757,0.8881990313529968,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0253620408475399,2
5,00:24:48,44642.0,0,1,Anders ANTONSEN,2,網前球,0,0,1.0,2,512.0,399.0,2.0,1,816.0,477.0,,,Anders ANTONSEN,,9,-0.611539797427197,-0.6014864249794192,9,0.5059640465840958,1.336208039901413,0,2,84,4995,0.6666666666666666,0,True,0,-1.0,-1,0.0478423796594142,0.0282814465463161,0.0261955428868532,0.1698722094297409,0.7278083562850952,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6898441314697266,2
6,00:24:49,44670.0,0,1,WANG Tzu Wei,2,挑球,0,0,2.0,2,816.0,477.0,1.0,6,805.0,327.0,,,Anders ANTONSEN,,8,0.598467558703422,0.5680891446179738,9,0.1801683819042391,-0.8406480370412007,0,2,84,4995,0.8333333333333334,1,True,0,-1.0,-1,0.002878385130316,0.0017015227349475,0.0015760265523567,0.0102201793342828,0.0448342002928257,0.93878972530365,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0402746312320232,2
7,00:24:50,44702.0,0,1,Anders ANTONSEN,3,殺球,1,0,1.0,7,805.0,327.0,2.0,3,911.0,629.0,對手落地致勝,落地致勝,Anders ANTONSEN,,9,0.6084038691885857,-1.0427001451530509,9,0.5336557048489473,1.0316944387870717,0,2,84,4995,1.0,0,True,0,-1.0,-1,0.0030643763020634,0.0018114692065864,0.0016778638819232,0.0108805708587169,0.047731228172779,0.8723620176315308,0.0624724738299846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0458643212914466,2
1,00:25:11,45337.0,0,2,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,7,741.0,496.0,,,WANG Tzu Wei,,9,-0.0840598101473971,-0.6108317595705751,9,0.6199105783949017,1.1162510763287556,0,2,84,4996,0.0,0,True,1,-2.0,-2,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8899602293968201,3
2,00:25:12,45360.0,0,2,WANG Tzu Wei,2,挑球,0,0,2.0,8,741.0,496.0,1.0,4,770.0,320.0,,,WANG Tzu Wei,,9,0.5171218599693451,0.7572251799215047,9,-0.0415088737702574,-0.7186038190759341,0,2,84,4996,0.25,1,True,1,-2.0,-2,0.2199037671089172,0.7800962328910828,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3550820648670196,3
3,00:25:13,45394.0,0,2,Anders ANTONSEN,2,切球,0,1,1.0,5,770.0,320.0,2.0,1,830.0,497.0,,,WANG Tzu Wei,,10,0.7412435461777663,-1.3946653239204947,9,0.354225073999462,0.9922819330360124,0,2,84,4996,0.5,0,True,1,-2.0,-2,0.3518377542495727,0.2400583773851394,0.408103883266449,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8785956501960754,3
4,00:25:13,45413.0,0,2,WANG Tzu Wei,2,推撲球,0,0,2.0,2,830.0,497.0,1.0,4,801.0,322.0,,,WANG Tzu Wei,,9,0.8925979253509296,0.8163466455756675,9,0.2456939062777487,-1.0972606424197668,0,2,84,4996,0.5,1,True,1,-2.0,-2,0.1357190310955047,0.0926008969545364,0.1319012939929962,0.6397787928581238,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8842198252677917,3
5,00:25:14,45448.0,0,2,Anders ANTONSEN,2,切球,0,1,1.0,5,801.0,322.0,1.0,7,769.0,473.0,,,WANG Tzu Wei,,5,1.1903074469316963,-1.4628805234235709,9,0.5618988930802655,0.8891060475593436,0,2,84,4996,0.75,0,True,1,-2.0,-2,0.0262707285583019,0.017924478277564,0.0255317408591508,0.0451241508126258,0.8851489424705505,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9384636878967284,3
6,00:25:15,45469.0,0,2,WANG Tzu Wei,3,推撲球,0,0,1.0,8,769.0,473.0,2.0,3,474.0,319.0,對手落地致勝,落地致勝,WANG Tzu Wei,,8,0.8056508835527141,0.6125338908672765,9,0.381057256331772,-1.2442473720567218,0,2,84,4996,1.0,1,True,1,-2.0,-2,0.0107538336887955,0.0073373247869312,0.0104513308033347,0.0184714179486036,0.5139522552490234,0.4390338957309723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9478217959403992,3
1,00:26:05,46963.0,2,2,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,527.0,392.0,,,WANG Tzu Wei,,9,0.1549127666966683,0.9523650878536736,9,-0.3576659634764084,-0.9190355090218136,0,2,84,4998,0.0,1,True,1,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6842470765113831,5
2,00:26:06,46986.0,2,2,Anders ANTONSEN,2,網前球,0,0,2.0,8,527.0,392.0,2.0,1,805.0,482.0,,,WANG Tzu Wei,,8,-0.5545358363974279,-0.5076288359886817,9,0.0485661034491232,0.8879775361232921,0,2,84,4998,0.2,0,True,1,0.0,1,0.760243833065033,0.2397561222314834,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8437319993972778,5
3,00:26:07,47012.0,2,2,WANG Tzu Wei,2,挑球,0,0,2.0,2,805.0,482.0,1.0,4,783.0,317.0,,,WANG Tzu Wei,,8,0.5341234436028252,0.5055762605904578,9,0.0617057129982691,-0.90414565751049,0,2,84,4998,0.4,1,True,1,0.0,1,0.4291248321533203,0.1799303889274597,0.3909447491168976,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6193230152130127,5
4,00:26:08,47052.0,2,2,Anders ANTONSEN,2,長球,0,0,1.0,5,783.0,317.0,1.0,3,846.0,631.0,,,WANG Tzu Wei,,9,0.5562229185652436,-1.325825262390424,9,0.377749373936523,0.992329515410273,0,2,84,4998,0.6,0,True,1,0.0,1,0.5463455319404602,0.2290805727243423,0.1047043874859809,0.1198694929480552,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8369577527046204,5
5,00:26:09,47095.0,2,2,WANG Tzu Wei,2,殺球,0,0,1.0,4,846.0,631.0,2.0,5,472.0,355.0,,,WANG Tzu Wei,,4,0.9475662661348612,1.5698093741888954,9,0.0623239902885746,-1.058780950402172,0,2,84,4998,0.8,1,True,1,0.0,1,0.2385653108358383,0.1000295132398605,0.0457198470830917,0.0404986254870891,0.5751867294311523,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623439610004425,5
6,00:26:10,47114.0,2,2,Anders ANTONSEN,3,挑球,0,0,2.0,6,472.0,355.0,2.0,10,378.0,668.0,出界,對手出界,WANG Tzu Wei,,9,-0.7072176042781061,-0.7954568177718059,9,0.599280067866485,1.4205133568229236,0,2,84,4998,1.0,0,True,1,0.0,1,0.1137057170271873,0.0476763695478439,0.0217911321669816,0.0193025767803192,0.0850896388292312,0.7124345898628235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94094318151474,5
1,00:27:10,48925.0,3,3,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,7,603.0,498.0,,,WANG Tzu Wei,,9,0.0534909578089804,-0.6698244828010935,9,-0.5463501556297634,0.9983194980424936,0,2,84,5000,0.0,0,True,1,0.0,2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8229614496231079,7
2,00:27:11,48935.0,3,3,WANG Tzu Wei,2,網前球,0,0,2.0,8,603.0,498.0,2.0,7,570.0,393.0,,,WANG Tzu Wei,,8,-0.503441773184391,0.6090404417884407,9,0.0026064439992257,-0.6461122928690495,0,2,84,5000,0.3333333333333333,1,True,1,0.0,2,0.3142152428627014,0.6857848167419434,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3860982358455658,7
3,00:27:12,48960.0,3,3,Anders ANTONSEN,2,網前球,0,0,2.0,8,570.0,393.0,2.0,2,450.0,473.0,,,WANG Tzu Wei,,9,-0.1841614480467367,-0.5641573814574276,9,0.1150827018839222,0.8227911576104768,0,2,84,5000,0.6666666666666666,0,True,1,0.0,2,0.3936808407306671,0.3218675851821899,0.2844516038894653,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.679128110408783,7
4,00:27:12,48985.0,3,3,WANG Tzu Wei,2,推撲球,0,1,2.0,3,450.0,473.0,2.0,4,793.0,318.0,,,WANG Tzu Wei,,8,-0.7510090977321977,0.4383891987680274,9,-0.122046552712402,-0.7190000830083134,0,2,84,5000,0.6666666666666666,1,True,1,0.0,2,0.1024207025766372,0.0837376490235328,0.1611035764217376,0.652738094329834,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362955093383789,7
5,00:27:13,49019.0,3,3,Anders ANTONSEN,3,平球,0,1,2.0,5,793.0,318.0,2.0,2,865.0,426.0,掛網,對手掛網,WANG Tzu Wei,,9,0.6910390758466435,-1.3528764582117028,9,0.300307734570124,0.8641782456573578,0,2,84,5000,1.0,0,True,1,0.0,2,0.0212799608707427,0.017398178577423,0.0334725081920623,0.0624330081045627,0.8654162883758545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7078781127929688,7
1,00:29:47,53636.0,6,5,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,1,479.0,391.0,,,WANG Tzu Wei,,9,0.1791011560432663,0.9284945670417776,9,-0.4399110544170061,-1.0615420317636517,0,2,84,5005,0.0,1,True,1,1.0,3,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6216275691986084,12
2,00:29:48,53660.0,6,5,Anders ANTONSEN,3,網前球,0,0,2.0,2,479.0,391.0,2.0,1,461.0,423.0,掛網,對手掛網,WANG Tzu Wei,,8,-0.6927843147237456,-0.4507761313523189,9,0.0902367704520528,0.9042182130154708,0,2,84,5005,1.0,0,True,1,1.0,3,0.5420911312103271,0.4579088091850281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8355823159217834,12
1,00:33:04,59549.0,10,8,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,7,766.0,495.0,,,Anders ANTONSEN,,9,-0.04031148268742,-0.5634874127371775,9,0.6662450853460467,1.1764345124622444,0,2,84,5012,0.0,0,True,0,2.0,4,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7728726267814636,19
2,00:33:05,59571.0,10,8,WANG Tzu Wei,2,挑球,0,0,2.0,8,766.0,495.0,1.0,3,513.0,319.0,,,Anders ANTONSEN,,9,0.5658715716482434,0.672484534659643,9,0.0021799330189561,-0.8042465304166694,0,2,84,5012,0.5,1,True,0,2.0,4,0.2042987793684005,0.7957011461257935,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1552702039480209,19
3,00:33:06,59594.0,10,8,Anders ANTONSEN,2,殺球,0,0,1.0,4,513.0,319.0,2.0,6,418.0,563.0,,,Anders ANTONSEN,,9,-0.2128959068907803,-1.1130617807475849,9,0.2295831193123952,0.8230555538552972,0,2,84,5012,1.0,0,True,0,2.0,4,0.2973313629627228,0.4536577463150024,0.2490109056234359,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6494154930114746,19
4,00:33:06,59608.0,10,8,WANG Tzu Wei,3,接殺防守,0,1,2.0,7,418.0,563.0,2.0,2,466.0,449.0,掛網,對手掛網,Anders ANTONSEN,,9,0.1242161502162452,1.0308933863272678,10,-0.8039929439643582,-1.3899418641903776,0,2,84,5012,1.0,1,True,0,2.0,4,0.0105698201805353,0.016127061098814,0.0184863992035388,0.9548168182373048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0119998464360833,19
1,00:33:25,60155.0,10,9,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,7,572.0,500.0,,,WANG Tzu Wei,,9,0.0607207306279581,-0.6577949671090844,9,-0.5877324415163141,1.1292170047882113,0,2,84,5013,0.0,0,True,1,1.0,-1,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8657952547073364,20
2,00:33:25,60176.0,10,9,WANG Tzu Wei,2,網前球,0,0,2.0,8,572.0,500.0,2.0,7,523.0,419.0,,,WANG Tzu Wei,,9,-0.6279320460565826,0.7460373879960654,9,-0.0052993398127099,-0.8291260119895861,0,2,84,5013,0.0,1,True,1,1.0,-1,0.2801932394504547,0.7198067903518677,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5605555772781372,20
